node_id,node_coordinate_x,node_coordinate_y,node_coordinate_z,coordination-number
2358,24.0,89.0,11.0,3.0
2365,82.0,96.0,11.0,3.0
2173,31.0,3.0,11.0,3.0
2659,59.0,3.0,13.0,5.0
2407,78.0,3.0,12.0,3.0
2654,85.0,2.0,13.0,3.0
2182,31.0,6.0,11.0,3.0
2415,7.0,5.0,12.0,3.0
2674,31.0,6.0,13.0,3.0
2212,73.0,11.0,11.0,3.0
2664,69.0,4.0,13.0,4.0
2665,78.0,4.0,13.0,3.0
2405,59.0,3.0,12.0,4.0
2211,62.0,11.0,11.0,3.0
2451,62.0,15.0,12.0,3.0
2452,72.0,15.0,12.0,3.0
3371,42.0,15.0,16.0,3.0
2256,13.0,25.0,11.0,3.0
3863,12.0,23.0,18.0,3.0
2949,26.0,24.0,14.0,3.0
2471,31.0,27.0,12.0,3.0
2691,1.0,24.0,13.0,3.0
3416,42.0,36.0,16.0,5.0
2473,52.0,27.0,12.0,3.0
3188,52.0,36.0,15.0,3.0
2482,64.0,30.0,12.0,3.0
3642,62.0,37.0,17.0,3.0
3209,80.0,47.0,15.0,3.0
2803,0.0,65.0,13.0,3.0
2550,57.0,66.0,12.0,3.0
2324,69.0,68.0,11.0,4.0
2332,73.0,71.0,11.0,3.0
3043,68.0,59.0,14.0,3.0
2328,78.0,70.0,11.0,3.0
3490,78.0,59.0,16.0,5.0
3726,77.0,72.0,17.0,3.0
3280,7.0,77.0,15.0,4.0
2574,14.0,78.0,12.0,3.0
2563,27.0,76.0,12.0,3.0
2575,25.0,78.0,12.0,4.0
2571,37.0,77.0,12.0,3.0
3297,61.0,86.0,15.0,3.0
2578,60.0,78.0,12.0,3.0
2577,49.0,78.0,12.0,3.0
2837,82.0,79.0,13.0,4.0
4410,3.0,83.0,20.0,3.0
2619,70.0,96.0,12.0,3.0
2364,58.0,96.0,11.0,4.0
3330,58.0,91.0,15.0,3.0
2370,49.0,98.0,11.0,3.0
3111,82.0,88.0,14.0,4.0
2914,86.0,3.0,14.0,3.0
4277,5.0,6.0,20.0,3.0
2923,16.0,6.0,14.0,3.0
2417,50.0,5.0,12.0,3.0
2406,69.0,3.0,12.0,3.0
2667,17.0,5.0,13.0,3.0
3348,40.0,5.0,16.0,3.0
2649,12.0,2.0,13.0,4.0
3570,7.0,10.0,17.0,3.0
3565,49.0,6.0,17.0,3.0
2434,96.0,10.0,12.0,4.0
3556,96.0,3.0,17.0,4.0
2454,95.0,15.0,12.0,3.0
3373,49.0,16.0,16.0,3.0
3156,18.0,14.0,15.0,3.0
3588,73.0,16.0,17.0,3.0
2952,49.0,25.0,14.0,4.0
3172,37.0,24.0,15.0,3.0
2492,31.0,34.0,12.0,3.0
3620,88.0,28.0,17.0,3.0
2698,60.0,26.0,13.0,3.0
2712,75.0,29.0,13.0,3.0
3422,74.0,37.0,16.0,4.0
3187,31.0,36.0,15.0,3.0
2495,8.0,36.0,12.0,4.0
3191,11.0,37.0,15.0,3.0
2976,2.0,37.0,14.0,3.0
2986,2.0,47.0,14.0,3.0
2760,10.0,58.0,13.0,3.0
2751,24.0,56.0,13.0,3.0
2753,48.0,56.0,13.0,3.0
2755,36.0,57.0,13.0,3.0
2773,43.0,58.0,13.0,3.0
4543,33.0,68.0,21.0,3.0
4718,43.0,68.0,22.0,3.0
3034,56.0,58.0,14.0,4.0
3059,90.0,75.0,14.0,4.0
3276,30.0,76.0,15.0,3.0
3281,41.0,77.0,15.0,3.0
3274,19.0,76.0,15.0,3.0
3510,52.0,77.0,16.0,3.0
3740,64.0,76.0,17.0,3.0
3081,72.0,77.0,14.0,4.0
3309,72.0,87.0,15.0,3.0
3107,94.0,87.0,14.0,3.0
3118,9.0,91.0,14.0,3.0
2883,22.0,90.0,13.0,3.0
3292,13.0,85.0,15.0,3.0
2870,35.0,88.0,13.0,4.0
2865,25.0,87.0,13.0,3.0
3340,78.0,99.0,15.0,3.0
2900,68.0,98.0,13.0,3.0
3341,88.0,99.0,15.0,3.0
4049,68.0,7.0,19.0,3.0
3789,78.0,6.0,18.0,4.0
3355,25.0,6.0,16.0,3.0
3783,34.0,6.0,18.0,3.0
3594,82.0,18.0,17.0,4.0
4115,1.0,23.0,19.0,3.0
3176,59.0,26.0,15.0,4.0
2958,72.0,27.0,14.0,3.0
2963,77.0,28.0,14.0,3.0
2762,22.0,58.0,13.0,4.0
2779,44.0,59.0,13.0,4.0
3472,47.0,49.0,16.0,3.0
3471,36.0,49.0,16.0,3.0
2778,33.0,59.0,13.0,3.0
3208,69.0,47.0,15.0,4.0
2799,22.0,64.0,13.0,3.0
4898,42.0,58.0,23.0,3.0
3032,31.0,58.0,14.0,3.0
3042,10.0,59.0,14.0,3.0
3718,11.0,68.0,17.0,3.0
3967,21.0,69.0,18.0,3.0
3084,82.0,78.0,14.0,3.0
3092,25.0,85.0,14.0,3.0
4008,34.0,96.0,18.0,3.0
4006,21.0,95.0,18.0,4.0
3093,37.0,85.0,14.0,4.0
3114,47.0,89.0,14.0,3.0
2896,96.0,97.0,13.0,4.0
3146,86.0,5.0,15.0,3.0
3792,15.0,7.0,18.0,3.0
3365,28.0,15.0,16.0,3.0
3364,37.0,14.0,16.0,3.0
3607,25.0,23.0,17.0,3.0
3590,50.0,17.0,17.0,3.0
3399,70.0,26.0,16.0,3.0
3404,77.0,28.0,16.0,3.0
3192,22.0,37.0,15.0,3.0
4658,1.0,31.0,22.0,3.0
3473,1.0,50.0,16.0,3.0
3247,92.0,57.0,15.0,4.0
3942,90.0,47.0,18.0,3.0
3213,59.0,48.0,15.0,4.0
3245,56.0,57.0,15.0,3.0
3039,66.0,58.0,14.0,3.0
3250,67.0,58.0,15.0,3.0
3085,94.0,79.0,14.0,3.0
3273,90.0,75.0,15.0,3.0
3735,65.0,75.0,17.0,3.0
3513,75.0,77.0,16.0,3.0
3991,98.0,78.0,18.0,3.0
4413,25.0,84.0,20.0,3.0
3325,96.0,89.0,15.0,3.0
4000,73.0,88.0,18.0,4.0
4001,86.0,88.0,18.0,4.0
3296,49.0,86.0,15.0,4.0
4011,46.0,97.0,18.0,3.0
3767,9.0,96.0,17.0,3.0
3796,87.0,7.0,18.0,3.0
