node_id,node_coordinate_x,node_coordinate_y,node_coordinate_z,coordination-number
4472,62.0,97.0,24.0,1.0
4824,12.0,3.0,27.0,4.0
4333,33.0,12.0,24.0,3.0
4657,46.0,4.0,26.0,3.0
4839,56.0,5.0,27.0,3.0
4653,23.0,4.0,26.0,3.0
4496,18.0,15.0,25.0,3.0
4498,27.0,15.0,25.0,3.0
4856,23.0,24.0,27.0,4.0
5691,63.0,19.0,32.0,3.0
4377,39.0,35.0,24.0,4.0
5558,40.0,28.0,31.0,3.0
4388,31.0,39.0,24.0,3.0
4544,29.0,38.0,25.0,3.0
4391,32.0,42.0,24.0,3.0
4717,31.0,46.0,26.0,3.0
4903,81.0,46.0,27.0,3.0
4740,81.0,53.0,26.0,3.0
4937,73.0,55.0,27.0,3.0
4609,19.0,70.0,25.0,3.0
4968,29.0,67.0,27.0,3.0
4792,55.0,81.0,26.0,3.0
6192,54.0,91.0,34.0,3.0
4987,42.0,87.0,27.0,3.0
6196,66.0,91.0,34.0,4.0
5678,5.0,11.0,32.0,3.0
4834,11.0,4.0,27.0,3.0
5560,70.0,28.0,31.0,3.0
4868,61.0,33.0,27.0,3.0
4551,43.0,40.0,25.0,3.0
4549,55.0,39.0,25.0,3.0
5893,51.0,33.0,33.0,3.0
5899,27.0,39.0,33.0,3.0
4561,56.0,44.0,25.0,3.0
4700,40.0,37.0,26.0,3.0
4560,44.0,44.0,25.0,4.0
4714,44.0,45.0,26.0,3.0
4896,56.0,45.0,27.0,3.0
4737,93.0,52.0,26.0,4.0
4585,51.0,57.0,25.0,3.0
5322,51.0,66.0,29.0,3.0
4940,72.0,56.0,27.0,3.0
4754,64.0,58.0,26.0,3.0
5143,86.0,64.0,28.0,3.0
5451,95.0,66.0,30.0,3.0
4789,19.0,74.0,26.0,3.0
4791,7.0,76.0,26.0,3.0
5192,36.0,3.0,29.0,3.0
4832,47.0,3.0,27.0,3.0
5231,52.0,18.0,29.0,3.0
5693,95.0,20.0,32.0,3.0
5395,8.0,25.0,30.0,3.0
5551,80.0,27.0,31.0,4.0
6113,37.0,40.0,34.0,3.0
5271,48.0,46.0,29.0,3.0
5282,38.0,48.0,29.0,5.0
5281,37.0,48.0,29.0,5.0
5116,28.0,48.0,28.0,3.0
4921,27.0,49.0,27.0,3.0
4918,15.0,49.0,27.0,3.0
4923,4.0,50.0,27.0,3.0
5119,14.0,49.0,28.0,3.0
4941,85.0,56.0,27.0,3.0
5128,85.0,55.0,28.0,3.0
4936,62.0,55.0,27.0,3.0
4972,70.0,68.0,27.0,4.0
5134,17.0,62.0,28.0,3.0
5321,39.0,66.0,29.0,3.0
